6.965338995499277708e+00,7.199434720766950235e+00,8.551111008972075211e+00,4.395816264687239183e+00,5.150367749509743298e+00
6.028779860223868248e+00,-9.065218038098765696e-01,8.593245813152492474e+00,3.180913361182603261e+00,5.415154787534723013e+00
7.393071855363994693e+00,3.702986837437274303e+00,7.552403197362169252e+00,2.973122723454102001e+00,2.698923702508652323e+00
3.597854707337380553e+00,1.619225409364375201e+00,4.818062017510836625e+00,6.122966246665136225e+00,9.921387977777420986e+00
6.713265979627843549e+00,5.199998396464930117e+00,5.909831613395867933e+00,6.759551390198240917e+00,3.680198577715184882e+00
3.279483142160985132e+00,1.009999391760379117e+00,3.507911205316988745e+00,1.187615073164595003e+01,8.148380720850909142e+00
3.867513596975962642e+00,7.458576140355801520e+00,5.367117721165223010e+00,5.896475343364769195e+00,4.928224222558695189e+00
7.050741174935617472e+00,4.982955964499789836e+00,5.238467029937742048e+00,4.247415874183762874e+00,6.055564682136943766e+00
-1.199187016299609887e+00,2.771030511022240628e+00,7.139996962674000081e+00,7.773696723600293623e+00,3.817255755160090303e+00
1.245765871008775605e+01,8.929897986842139090e-02,3.412649883200436829e+00,5.370063678761634485e+00,3.036222093036961667e+00
-5.461837736722618963e-02,1.667175242568184723e+00,2.613292434076848636e+00,4.454723796623337506e+00,2.223840045552567091e+00
1.849426916054368597e-01,5.625021874830731683e+00,6.388301004121045068e+00,9.320530877742584153e+00,2.766247090728093383e+00
4.497232370057323791e+00,5.224825558284720728e+00,3.976705092323625124e+00,6.635845424073045784e+00,8.118308854133186259e+00
4.925109087429684340e-01,7.286652254108629378e+00,2.789618195810612988e+00,1.298932118848792561e+00,1.352135410435809248e+01
6.469337535229295888e+00,9.154434362756582289e+00,7.396077385645350333e+00,3.107630696202040355e+00,8.603452438555500237e+00
7.042076734823808692e+00,6.320581391482800626e+00,6.678639594484256037e+00,1.782875652982429227e+00,3.494863180918406531e+00
6.271233890046291393e+00,5.245696100657741390e+00,2.762067638731601438e+00,9.356980406191507171e+00,2.909628601242064683e+00
5.067046535077825986e+00,1.038563233734613078e+01,8.149185196052322055e+00,5.106841869050668947e+00,8.070730823348904792e+00
3.535256218122930782e+00,8.819994237804550608e+00,6.107693183739063336e+00,8.240335485771858259e+00,4.943932174007010794e+00
4.938859982639995039e+00,5.463964385863996576e+00,9.600117324807722063e-01,6.237638397603304519e+00,3.062912008050339807e+00
1.940992503770133659e-02,3.507166683274236973e+00,3.007782627959810995e+00,1.134858119950883371e+00,4.552096703842102521e+00
5.435652714527677176e+00,2.597654803653041355e+00,1.390853089964617162e+01,3.521808450691017001e+00,9.075900089623722522e+00
6.109663782697650980e+00,6.664654899374900410e+00,4.554143348690659288e+00,5.404479107309426489e+00,7.700118320967852981e+00
8.140207111585262112e+00,1.495608102112417237e+00,9.945184805205929734e+00,7.055032065450587808e+00,9.125289125435585902e+00
1.235266960401887548e+00,4.595857209113607844e+00,4.921680141437765332e-01,8.886207395425397948e+00,6.500568216757738327e+00
8.644907555202367533e+00,6.584094581260909962e+00,3.784205059426879458e-01,1.419688605229947775e+00,3.297065810739903569e+00
7.801441452073047955e-01,6.311572584008514397e+00,1.497183969312274154e+00,4.507953914383765692e+00,3.084817153558141900e+00
-2.204291008141448849e+00,4.103579308662066438e+00,9.280792489143719237e+00,-1.661817714054892647e+00,8.125946086988344419e+00
7.159988969279125648e+00,5.025232618242848837e+00,6.965681080436241679e+00,6.839880620096702835e+00,5.053907346665523548e+00
4.351066022730666560e+00,3.581232062081543432e+00,7.443914056273555069e+00,1.960418220641968245e+00,5.129844841814887424e+00
7.770699717336169599e+00,6.734976984722520932e+00,1.521595522579682225e+00,9.566866605132762658e+00,3.116786924310578577e+00
3.551154107223756018e+00,1.035071131835957381e+01,5.538075025277488628e+00,8.919763393201371571e+00,2.952690820404049177e+00
1.145240001176825828e+01,-1.377945702601386380e-01,7.140006942622216357e+00,1.250229347334739005e+00,5.876331831654545645e+00
-2.850222637897825706e-01,4.464969424292712930e+00,5.109798213370058129e+00,5.159448051146620529e+00,5.863010776569352878e+00
5.996861912857209376e+00,1.819600489070836380e+00,3.148629322815468257e+00,9.013091813224635374e+00,5.537037747188200854e+00
6.254703984704575781e+00,7.582807283750174321e+00,5.861302425151382778e+00,-2.012501554876684473e-01,3.840214038419815790e+00
2.694899612855506721e+00,4.799966586825136439e+00,4.705490695858552286e+00,5.422257129124851360e+00,3.709719650897465471e+00
1.090395980995073622e+01,9.432849577034851052e+00,-2.254914044303698351e+00,3.017039230094363145e+00,7.103322474153750399e+00
4.555258128506291193e+00,9.027489013053516587e+00,2.583929742930039630e+00,4.903220164943471460e+00,8.713317291880150250e+00
7.501715229507535554e+00,6.101880899481330722e+00,2.838478619898549660e+00,6.439334185302592495e+00,3.673599562911781913e+00
4.628396364890763337e-01,3.519336837508032279e+00,6.497756945032812759e+00,8.091374875623097651e+00,8.429754909042829425e+00
-4.555536060041016633e-01,4.142626785152965674e+00,6.574653237765747171e+00,7.341830365412336690e+00,2.432470281717446614e+00
9.370364792108190954e+00,5.750005635567532636e+00,1.566168543375279443e+00,3.992752771953448132e+00,4.739329446186657968e+00
9.602490030171978219e+00,9.087486537993425983e+00,6.197295404620819959e+00,1.181119250799580200e+01,8.287991743859258520e+00
8.975550909917341613e+00,7.210016737584848734e+00,5.582535332025322816e+00,5.384428639459982513e+00,7.500444867716114850e+00
4.301719756628174629e+00,5.759387850807530462e+00,7.272834873612177731e+00,5.413610247506640327e+00,3.981272234792353260e+00
9.747278205475849333e+00,1.745825164423636888e+00,5.469743320564404598e+00,7.439867954675952966e+00,5.874052969294886850e+00
5.034370486480061579e+00,4.962248441712183933e+00,6.197348329076785234e+00,5.157941245783966622e+00,3.680537968351760281e+00
8.143118489819826777e+00,3.298242271713454521e+00,3.583750901420055257e+00,1.438918673638529322e+00,2.552769486790392950e+00
7.688998880405769398e+00,8.408907724293717578e+00,4.843292094274347370e+00,6.509895852523510662e+00,6.521522994222377356e+00
9.442920516144480914e+00,5.202973491372191006e+00,5.784465945468440395e+00,6.575325371265869023e+00,5.509796088247068901e+00
5.009674847523720942e+00,1.004886763138867423e+01,9.321597281098272347e+00,2.192775453241647909e+00,9.206154048952857494e+00
3.688062071588574575e+00,5.436509489091828407e+00,2.684435549038137303e+00,1.140651604136180941e+00,4.410553165287461219e+00
2.646769565648277478e+00,1.112090736744932151e+01,3.439056993845886367e+00,4.404601095214801809e-01,8.583054704367654608e+00
3.795038830440431443e+00,8.548118868625500966e+00,5.688450210709690147e+00,7.736074554009071402e-01,2.900434573796825788e+00
3.011551136076508595e+00,2.075648833612552924e+00,8.208196280871392858e+00,1.070372536125230312e+01,4.417138728397469905e+00
1.227581892896683513e+01,3.375125082791964548e+00,3.030902193806838341e+00,4.238739078716957209e+00,1.233493497094735503e+01
1.078215409474145048e+01,5.522736265357360175e+00,7.225042477606661961e+00,7.969961209624277565e+00,6.498310722419785357e+00
1.381979356999075481e+00,5.368947568291474681e+00,3.904398093593339780e+00,2.227550630151231559e+00,6.047997620513632100e+00
1.188874069241900067e+01,4.937219427130162153e+00,6.306105221531383975e+00,7.040029833732980080e+00,8.053601268228026910e+00
